BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
BOOTS (STR),SUFFIX,# to Strength,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR),SUFFIX,# to Stun Threshold,800,800,800,800,800,800,800,800,800,800,800,,,Boots
BOOTS (STR),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Boots
BOOTS (STR),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR),SUFFIX,#% of Armour also applies to Elemental Damage,1000,1000,1000,1000,1000,,,,,,,,,Boots
BOOTS (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,1000,1000,1000,1000,1000,1000,1000,,,,,,,Boots
BOOTS (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to Stun Threshold",1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (DEX/INT),PREFIX,#% increased Movement Speed,1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",1000,1000,1000,1000,,,,,,,,,,Boots
BOOTS (DEX/INT),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (DEX/INT),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% reduced Attribute Requirements,750,750,750,750,750,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% reduced Chill Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% reduced Freeze Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% reduced Shock duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Dexterity,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Intelligence,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Stun Threshold,800,800,800,800,800,800,800,800,800,800,800,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,500,500,500,500,,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,#% increased Armour and Energy Shield,1000,1000,1000,1000,1000,1000,1000,,,,,,,Boots
BOOTS (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to Stun Threshold",1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,#% increased Movement Speed,1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",1000,1000,1000,1000,,,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (STR/INT),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (STR/INT),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Attribute Requirements,750,750,750,750,750,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Chill Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Freeze Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Shock duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Intelligence,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Strength,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Stun Threshold,800,800,800,800,800,800,800,800,800,800,800,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,500,500,500,500,,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,#% increased Armour and Evasion,1000,1000,1000,1000,1000,1000,1000,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to Stun Threshold",1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,#% increased Movement Speed,1000,1000,1000,1000,1000,1000,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",1000,1000,1000,1000,,,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (STR/DEX),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Attribute Requirements,750,750,750,750,750,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Chill Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Freeze Duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Shock duration on you,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Dexterity,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Strength,500,500,500,500,500,500,500,500,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Stun Threshold,800,800,800,800,800,800,800,800,800,800,800,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,500,500,500,500,500,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,500,500,500,500,500,,,,,,,,,Boots
HELMET (INT),PREFIX,#% increased Energy Shield,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (INT),PREFIX,"#% increased Energy Shield, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (INT),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (INT),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (INT),PREFIX,# to maximum Energy Shield,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (INT),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (INT),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (INT),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
HELMET (INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",1000,1000,1000,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% reduced Attribute Requirements,800,800,800,800,800,,,,,,,,,Helmet
HELMET (INT),SUFFIX,# to Intelligence,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Helmet
HELMET (INT),SUFFIX,# to Level of all Minion Skills,250,500,,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Energy Shield Recharge Rate,1000,1000,1000,1000,,,,,,,,,,Helmet
HELMET (DEX),PREFIX,#% increased Evasion Rating,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (DEX),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (DEX),PREFIX,# to Evasion Rating,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (DEX),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (DEX),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% reduced Attribute Requirements,800,800,800,800,800,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,# to Dexterity,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),SUFFIX,# to Intelligence,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Helmet
HELMET (DEX),SUFFIX,# to Level of all Minion Skills,250,500,,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,1000,1000,1000,1000,1000,,,,,,,,,Helmet
HELMET (STR),PREFIX,#% increased Armour,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (STR),PREFIX,"#% increased Armour, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR),PREFIX,"#% increased Armour, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (STR),PREFIX,# to Armour,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
HELMET (STR),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% reduced Attribute Requirements,800,800,800,800,800,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Intelligence,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Helmet
HELMET (STR),SUFFIX,# to Level of all Minion Skills,250,500,,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Strength,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR),SUFFIX,#% of Armour also applies to Elemental Damage,1000,1000,1000,1000,1000,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",1000,1000,1000,1000,1000,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (DEX/INT),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% reduced Attribute Requirements,800,800,800,800,800,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Dexterity,500,500,500,500,500,500,500,500,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Intelligence,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Level of all Minion Skills,250,500,,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,500,500,500,500,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,500,500,500,500,500,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Armour and Energy Shield,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",1000,1000,1000,1000,1000,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR/INT),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% reduced Attribute Requirements,800,800,800,800,800,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Intelligence,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Level of all Minion Skills,250,500,,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Strength,500,500,500,500,500,500,500,500,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Chaos Resistance,250,250,250,250,250,250,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Cold Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Fire Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Lightning Resistance,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,500,500,500,500,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,500,500,500,500,500,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Armour and Evasion,1000,1000,1000,1000,1000,1000,1000,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Mana",1000,1000,1000,1000,1000,1000,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Rarity of Items found,1000,1000,1000,,,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to Accuracy Rating,200,400,800,800,800,800,800,800,800,,,,,Helmet
HELMET (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",1000,1000,1000,1000,1000,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Life,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Mana,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,Helmet
HELMET (STR/DEX),SUFFIX,# Life Regeneration per second,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% increased Critical Hit Chance,250,500,1000,1000,1000,,,,,,,,,Helmet
