BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
BOOTS (DEX/INT),SUFFIX,#% reduced Shock duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,# to Stun Threshold,80,72,63,54,45,36,29,22,15,8,1,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,48,36,30,30,,,,,,,,,,Boots
BOOTS (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,66,48,36,30,30,,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,#% increased Armour and Energy Shield,65,60,54,46,33,16,2,,,,,,,Boots
BOOTS (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,#% increased Movement Speed,82,65,46,33,16,1,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",46,33,16,1,,,,,,,,,,Boots
BOOTS (STR/INT),PREFIX,# to maximum Life,60,54,46,38,33,24,16,6,1,,,,,Boots
BOOTS (STR/INT),PREFIX,# to maximum Mana,60,54,46,38,33,25,16,6,1,,,,,Boots
BOOTS (STR/INT),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Chill Duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Freeze Duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% reduced Shock duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,# to Stun Threshold,80,72,63,54,45,36,29,22,15,8,1,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,48,36,30,30,,,,,,,,,,Boots
BOOTS (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,66,48,36,30,30,,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,#% increased Armour and Evasion,65,60,54,46,33,16,2,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,#% increased Movement Speed,82,65,46,33,16,1,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",46,33,16,1,,,,,,,,,,Boots
BOOTS (STR/DEX),PREFIX,# to maximum Life,60,54,46,38,33,24,16,6,1,,,,,Boots
BOOTS (STR/DEX),PREFIX,# to maximum Mana,60,54,46,38,33,25,16,6,1,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Chill Duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Freeze Duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% reduced Shock duration on you,75,63,49,36,20,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,# to Stun Threshold,80,72,63,54,45,36,29,22,15,8,1,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,66,48,36,30,30,,,,,,,,,Boots
BOOTS (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,66,48,36,30,30,,,,,,,,,Boots
HELMET (INT),PREFIX,#% increased Energy Shield,65,60,54,46,33,16,2,,,,,,,Helmet
HELMET (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (INT),PREFIX,"#% increased Energy Shield, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (INT),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (INT),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (INT),PREFIX,# to maximum Energy Shield,60,54,46,33,25,16,8,1,,,,,,Helmet
HELMET (INT),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (INT),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (INT),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (INT),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (INT),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (INT),SUFFIX,#% increased Energy Shield Recharge Rate,48,36,30,30,,,,,,,,,,Helmet
HELMET (DEX),PREFIX,#% increased Evasion Rating,65,60,54,46,33,16,2,,,,,,,Helmet
HELMET (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (DEX),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (DEX),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (DEX),PREFIX,# to Evasion Rating,60,54,46,33,25,16,8,1,,,,,,Helmet
HELMET (DEX),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (DEX),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (DEX),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (DEX),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (DEX),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (DEX),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,66,48,36,30,30,,,,,,,,,Helmet
HELMET (STR),PREFIX,#% increased Armour,65,60,54,46,35,16,2,,,,,,,Helmet
HELMET (STR),PREFIX,"#% increased Armour, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR),PREFIX,"#% increased Armour, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (STR),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (STR),PREFIX,# to Armour,60,54,46,33,25,16,8,1,,,,,,Helmet
HELMET (STR),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (STR),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (STR),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (STR),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (STR),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (STR),SUFFIX,#% of Armour also applies to Elemental Damage,66,48,36,30,30,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,65,60,54,46,33,16,2,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",54,46,33,16,1,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (DEX/INT),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,48,36,30,30,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,66,48,36,30,30,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Armour and Energy Shield,65,60,54,46,33,16,2,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",54,46,33,16,1,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (STR/INT),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,48,36,30,30,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,66,48,36,30,30,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Armour and Evasion,65,60,54,46,33,16,2,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Mana",78,60,46,33,16,8,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to Accuracy Rating,76,67,58,48,36,26,18,11,1,,,,,Helmet
HELMET (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",54,46,33,16,1,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Mana,65,60,54,46,38,33,25,16,6,1,,,,Helmet
HELMET (STR/DEX),SUFFIX,# Life Regeneration per second,58,47,35,26,17,11,5,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% increased Critical Hit Chance,58,44,30,20,5,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",30,15,8,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Intelligence,81,74,66,55,44,33,22,11,1,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Level of all Minion Skills,41,5,,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,66,48,36,30,30,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,66,48,36,30,30,,,,,,,,,Helmet
BODY ARMOUR (INT),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,#% increased Energy Shield,75,65,60,54,46,33,16,2,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,"# to maximum Energy Shield, #% increased Energy Shield",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,# to maximum Energy Shield,79,70,65,60,54,46,33,25,16,8,1,,,Body Armour
